feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	reference	fdr.pval
Oscillibacter_sp_ER4_SGB15254	species	human	6.695249286	0.163200786	2772	235	7.62E-288	2.66E-285	"cat,facility"	1.48E-285
Bilophila_wadsworthia_SGB15452	species	human	5.63040814	0.140552379	2772	268	3.58E-277	7.82E-275	"dog,facility"	6.59E-275
Gemmiger_SGB105726_SGB105726	species	cat	8.467945672	0.225373532	2772	176	1.09E-248	2.23E-246	"dog,facility"	1.90E-246
Lachnospiraceae_bacterium_Marseille_Q4251_SGB4780	species	human	2.969311513	0.080550755	2772	164	2.31E-242	4.48E-240	"dog,facility"	3.84E-240
Drancourtella_sp_An57_SGB4619	species	cat	5.204888928	0.141083406	2772	161	4.70E-241	8.66E-239	"dog,facility"	7.48E-239
Lachnospiraceae_SGB5089	species	human	3.745862616	0.102184066	2772	169	3.63E-240	6.35E-238	"dog,facility"	5.52E-238
Lachnospiraceae_SGB4964	species	human	3.651612558	0.100006108	2772	150	1.27E-238	2.12E-236	"dog,facility"	1.85E-236
Clostridium_sp_AM49_4BH_SGB4652	species	human	4.00918895	0.112171556	2772	145	2.21E-230	3.52E-228	"dog,facility"	3.10E-228
Faecalibacterium_SGB15315_SGB15315	species	human	5.116266703	0.144545488	2772	208	1.04E-226	2.79E-224	"cat,facility"	1.40E-224
Oscillospiraceae_bacterium_Marseille_Q3528_SGB4778	species	human	3.134339891	0.089324937	2772	139	1.80E-223	2.74E-221	"dog,facility"	2.33E-221
Collinsella_stercoris_SGB14740	species	cat	14.19278883	0.369451571	2772	517	1.25E-219	1.82E-217	"dog,facility"	1.56E-217
Blautia_sp_Marseille_P3201T_SGB29394	species	cat	6.140433364	0.176324307	2772	349	9.58E-218	1.34E-215	"dog,facility"	1.16E-215
Turicibacter_sp_TS3_SGB39153	species	cat	-13.53040173	0.398969347	2772	929	2.59E-203	3.49E-201	"dog,facility"	3.02E-201
Faecalicatena_fissicatena_SGB4871	species	human	5.563494544	0.168888278	2772	188	4.38E-201	9.02E-199	"cat,facility"	4.94E-199
Firmicutes_SGB6132	species	cat	-12.69776932	0.377621457	2772	1046	6.50E-201	8.42E-199	"dog,facility"	7.11E-199
Firmicutes_SGB15368	species	human	3.769123272	0.115116227	2772	129	4.97E-199	6.20E-197	"dog,facility"	5.26E-197
Lacrimispora_celerecrescens_SGB4868	species	human	4.318759005	0.132976425	2772	189	2.53E-196	4.65E-194	"cat,facility"	2.60E-194
Oscillospiraceae_SGB15229	species	human	2.760347397	0.085891812	2772	124	7.43E-193	8.97E-191	"dog,facility"	7.43E-191
Slackia_piriformis_SGB14779	species	cat	6.508500751	0.179327988	2772	489	1.24E-190	1.45E-188	"dog,facility"	1.21E-188
Collinsella_bouchesdurhonensis_SGB14397	species	cat	7.243709368	0.224209046	2772	326	8.82E-190	9.95E-188	"dog,facility"	8.34E-188
Blautia_hansenii_SGB4794	species	cat	-13.23868684	0.384504845	2772	1967	9.05E-188	9.89E-186	"dog,facility"	8.33E-186
Firmicutes_bacterium_AM41_11_SGB6817	species	cat	7.725451244	0.244577959	2772	175	3.26E-186	3.45E-184	"dog,facility"	2.92E-184
Eubacterium_ramulus_SGB4959	species	human	4.456883616	0.147298732	2772	181	5.41E-174	7.89E-172	"cat,facility"	4.74E-172
Lactobacillaceae_SGB15031	species	human	2.688597867	0.089101094	2772	117	3.56E-173	3.66E-171	"dog,facility"	3.03E-171
Peptostreptococcaceae_SGB65946	species	cat	-11.13193158	0.362571603	2772	738	1.17E-172	1.17E-170	"dog,facility"	9.74E-171
Oscillospiraceae_SGB15249	species	human	5.086787613	0.169033444	2772	177	2.26E-172	3.03E-170	"cat,facility"	1.83E-170
Faecalimonas_umbilicata_SGB4583	species	cat	-14.96770089	0.425265276	2772	1935	4.68E-169	4.55E-167	"dog,facility"	3.72E-167
Oscillospiraceae_SGB15225	species	human	2.761817165	0.094938063	2772	110	1.42E-162	1.34E-160	"dog,facility"	1.11E-160
Bifidobacterium_pseudolongum_SGB17279	species	cat	-14.15778512	0.476090506	2772	857	6.99E-162	6.43E-160	"dog,facility"	5.32E-160
Lachnospiraceae_bacterium_AM48_27BH_SGB4706	species	human	2.147119729	0.074301923	2772	107	1.06E-160	9.48E-159	"dog,facility"	7.87E-159
Veillonella_dispar_SGB6952	species	human	2.592377058	0.090332086	2772	109	8.72E-159	7.63E-157	"dog,facility"	6.36E-157
Coriobacteriaceae_SGB63083	species	cat	4.363607662	0.155193307	2772	205	2.62E-150	2.23E-148	"dog,facility"	1.87E-148
Firmicutes_SGB3988	species	human	2.218013877	0.08007464	2772	99	2.86E-149	2.38E-147	"dog,facility"	2.00E-147
Bilophila_wadsworthia_SGB15452	species	human	5.50660467	0.199903448	2772	268	7.88E-148	9.19E-146	"cat,facility"	5.41E-146
Firmicutes_SGB72140	species	cat	-11.13302855	0.400838215	2772	715	1.65E-147	1.34E-145	"dog,facility"	1.11E-145
Romboutsia_timonensis_SGB6148	species	cat	-11.33568645	0.40995763	2772	856	1.37E-144	1.09E-142	"dog,facility"	9.04E-143
Acidaminococcaceae_SGB5750	species	cat	-8.704336365	0.318546997	2772	602	2.18E-144	1.70E-142	"dog,facility"	1.41E-142
Collinsella_aerofaciens_SGB14535_group	species	cat	10.53907755	0.354073135	2772	886	4.06E-141	3.09E-139	"dog,facility"	2.58E-139
Collinsella_intestinalis_SGB14741	species	cat	-15.02880995	0.552917908	2772	1909	7.63E-137	5.68E-135	"dog,facility"	4.76E-135
Firmicutes_SGB66598	species	cat	-8.534380152	0.316876881	2772	849	4.63E-133	3.37E-131	"dog,facility"	2.84E-131
Enterobacteriaceae_SGB104904	species	cat	-9.336273565	0.361287161	2772	531	2.88E-131	2.06E-129	"dog,facility"	1.74E-129
Lachnospiraceae_SGB4964	species	human	3.651612558	0.142235698	2772	150	1.44E-130	1.32E-128	"cat,facility"	8.51E-129
Bacteroidaceae_SGB65710	species	cat	-11.20030189	0.439568369	2772	578	3.33E-128	2.33E-126	"dog,facility"	1.94E-126
Eubacteriaceae_SGB71318	species	cat	-8.606230469	0.339147693	2772	833	7.82E-127	5.37E-125	"dog,facility"	4.49E-125
Atopobiaceae_SGB65944	species	cat	-8.679207274	0.33803584	2772	692	1.83E-126	1.23E-124	"dog,facility"	1.04E-124
Clostridium_sp_AM49_4BH_SGB4652	species	human	4.020666826	0.159538251	2772	145	2.41E-126	2.01E-124	"cat,facility"	1.34E-124
Lachnospiraceae_SGB5089	species	human	3.653801469	0.145333343	2772	169	8.43E-126	6.86E-124	"cat,facility"	4.61E-124
Pseudomonadaceae_SGB15356	species	human	2.140178743	0.085980107	2772	91	1.37E-123	9.07E-122	"dog,facility"	7.39E-122
Firmicutes_SGB4859	species	cat	-15.00892099	0.539943847	2772	1751	5.96E-123	3.86E-121	"dog,facility"	3.16E-121
Lachnospiraceae_bacterium_Marseille_Q4251_SGB4780	species	human	2.841663221	0.114564932	2772	164	8.17E-123	6.35E-121	"cat,facility"	4.27E-121
Firmicutes_SGB4367	species	human	2.270937324	0.092246586	2772	90	3.54E-121	2.25E-119	"dog,facility"	1.82E-119
Oscillospiraceae_bacterium_Marseille_Q3528_SGB4778	species	human	3.122537824	0.127044188	2772	139	7.90E-121	6.01E-119	"cat,facility"	4.01E-119
Olsenella_SGB42251_SGB42251	species	cat	-9.708864304	0.384697305	2772	677	1.92E-119	1.20E-117	"dog,facility"	9.59E-118
Faecalibaculum_rodentium_SGB4047	species	cat	-8.624140531	0.353175698	2772	657	9.56E-118	5.86E-116	"dog,facility"	4.71E-116
Proteobacteria_SGB9285	species	cat	-8.516382202	0.355704833	2772	501	3.93E-114	2.37E-112	"dog,facility"	1.91E-112
Bifidobacterium_longum_SGB17248	species	cat	10.02390134	0.417585578	2772	591	3.64E-112	2.16E-110	"dog,facility"	1.75E-110
Bifidobacterium_adolescentis_SGB17244_group	species	cat	9.094402036	0.363182671	2772	372	3.04E-111	1.78E-109	"dog,facility"	1.44E-109
Firmicutes_SGB15368	species	human	3.771587001	0.16372637	2772	129	1.43E-107	9.65E-106	"cat,facility"	6.69E-106
Firmicutes_SGB106319	species	cat	3.005151136	0.128721081	2772	105	1.09E-106	6.25E-105	"dog,facility"	5.01E-105
Streptococcus_SGB5805_SGB5805	species	cat	6.193889118	0.268894395	2772	262	2.92E-106	1.64E-104	"dog,facility"	1.32E-104
Flavobacteriaceae_SGB4053	species	cat	4.229721313	0.18317266	2772	100	4.50E-106	2.50E-104	"dog,facility"	2.02E-104
Lactobacillaceae_SGB44483	species	cat	-6.749009134	0.293221581	2772	627	1.68E-104	9.20E-103	"dog,facility"	7.45E-103
Oscillospiraceae_SGB15229	species	human	2.760347397	0.122161357	2772	124	6.81E-104	4.18E-102	"cat,facility"	2.98E-102
Bifidobacterium_canis_SGB53847	species	cat	-6.800115694	0.300368162	2772	659	2.92E-102	1.57E-100	"dog,facility"	1.26E-100
Alistipes_senegalensis_SGB2296	species	human	2.250919629	0.101018816	2772	92	2.66E-101	1.41E-99	"dog,facility"	1.14E-99
Actinobacteria_SGB13825	species	cat	2.666096893	0.120593148	2772	107	3.12E-99	1.63E-97	"dog,facility"	1.32E-97
Firmicutes_SGB72905	species	cat	-10.4090258	0.456549285	2772	916	3.39E-99	1.74E-97	"dog,facility"	1.41E-97
Allobaculum_stercoricanis_SGB29316	species	cat	-12.45390643	0.519179545	2772	1311	1.28E-97	6.47E-96	"dog,facility"	5.26E-96
Firmicutes_SGB65947	species	cat	-7.484477555	0.34129602	2772	657	1.50E-97	7.49E-96	"dog,facility"	6.09E-96
Coriobacteriaceae_SGB14744	species	cat	-11.78671346	0.429136768	2772	1115	1.13E-95	5.59E-94	"dog,facility"	4.56E-94
Faecalibacillus_faecis_SGB6750	species	human	1.53327704	0.071612855	2772	70	3.11E-94	1.51E-92	"dog,facility"	1.24E-92
Fusobacteria_SGB6036_group	species	cat	-13.33651847	0.620271465	2772	1539	1.14E-93	5.46E-92	"dog,facility"	4.48E-92
Collinsella_tanakaei_SGB14737	species	cat	9.560283527	0.396813619	2772	980	5.55E-93	2.62E-91	"dog,facility"	2.16E-91
Lactobacillaceae_SGB15031	species	human	2.688597867	0.126725823	2772	117	1.11E-92	5.87E-91	"cat,facility"	4.26E-91
Collinsella_SGB4668_SGB4668	species	cat	3.427108935	0.163394821	2772	317	1.18E-90	5.51E-89	"dog,facility"	4.49E-89
Bacteroidetes_SGB65714	species	cat	-6.944255726	0.330840601	2772	364	1.50E-90	6.91E-89	"dog,facility"	5.65E-89
Prevotellaceae_SGB65708	species	cat	-8.157942296	0.390048364	2772	658	1.22E-89	5.53E-88	"dog,facility"	4.53E-88
Firmicutes_SGB47660	species	cat	-11.64572598	0.517095851	2772	1331	1.27E-87	5.69E-86	"dog,facility"	4.67E-86
Baileyella_intestinalis_SGB3928	species	cat	2.683868114	0.129249721	2772	72	7.31E-87	3.24E-85	"dog,facility"	2.66E-85
Lachnospiraceae_SGB66069	species	cat	-12.45562538	0.449916516	2772	1352	8.17E-87	3.57E-85	"dog,facility"	2.95E-85
Oscillospiraceae_SGB15225	species	human	2.761817165	0.135027569	2772	110	1.05E-86	5.01E-85	"cat,facility"	3.73E-85
Lactobacillus_acidophilus_SGB7044	species	cat	-10.07895157	0.463777079	2772	819	2.67E-86	1.15E-84	"dog,facility"	9.42E-85
Bifidobacterium_pullorum_SGB17264	species	cat	8.319390086	0.407023697	2772	1144	5.06E-86	2.16E-84	"dog,facility"	1.77E-84
Gemmiger_SGB1481_SGB1481	species	cat	-12.75926807	0.626058842	2772	1468	1.14E-85	4.81E-84	"dog,facility"	3.95E-84
Lachnospiraceae_bacterium_AM48_27BH_SGB4706	species	human	2.147119729	0.105677405	2772	107	1.17E-85	5.33E-84	"cat,facility"	4.02E-84
Veillonella_dispar_SGB6952	species	human	2.592377058	0.128476627	2772	109	1.39E-84	6.23E-83	"cat,facility"	4.72E-83
Neisseria_subflava_SGB9450	species	human	1.226806143	0.061105199	2772	66	8.20E-84	3.42E-82	"dog,facility"	2.76E-82
Lachnospiraceae_SGB106016	species	cat	-6.527083616	0.297623409	2772	765	2.77E-82	1.14E-80	"dog,facility"	9.24E-81
Parasutterella_SGB9260_SGB9260	species	cat	-9.972735484	0.486950319	2772	620	2.18E-81	8.87E-80	"dog,facility"	7.20E-80
Collinsella_sp_BA40_SGB86217	species	cat	-7.629000948	0.339309389	2772	756	4.44E-81	1.79E-79	"dog,facility"	1.45E-79
Slackia_faecicanis_SGB33547	species	cat	-7.295243183	0.341544614	2772	589	2.24E-79	8.92E-78	"dog,facility"	7.26E-78
Firmicutes_SGB3988	species	human	2.218013877	0.113887767	2772	99	2.83E-79	1.19E-77	"cat,facility"	9.09E-78
Eubacteriaceae_SGB106207	species	cat	-8.205792846	0.398602275	2772	547	3.16E-79	1.24E-77	"dog,facility"	1.00E-77
Firmicutes_SGB47659	species	cat	-12.02469832	0.484769881	2772	1200	2.13E-78	8.27E-77	"dog,facility"	6.71E-77
Dubosiella_newyorkensis_SGB6789	species	cat	-6.631095865	0.3430509	2772	605	1.57E-77	6.05E-76	"dog,facility"	4.92E-76
Firmicutes_SGB4591	species	cat	-8.931400225	0.454106052	2772	1232	3.01E-74	1.14E-72	"dog,facility"	9.32E-73
Succinivibrionaceae_SGB1482	species	cat	-8.597414293	0.455812669	2772	714	2.92E-73	1.10E-71	"dog,facility"	8.95E-72
Firmicutes_SGB4586	species	cat	4.969325135	0.265183274	2772	411	2.17E-72	8.06E-71	"dog,facility"	6.59E-71
Lachnospiraceae_SGB65958	species	cat	-10.79804558	0.57219308	2772	1584	3.50E-71	1.29E-69	"dog,facility"	1.05E-69
Clostridium_SGB6177_SGB6177	species	cat	-6.458721346	0.327138621	2772	457	4.88E-71	1.78E-69	"dog,facility"	1.46E-69
Bifidobacterium_criceti_SGB17283	species	cat	-6.630335905	0.359571087	2772	575	6.21E-71	2.24E-69	"dog,facility"	1.84E-69
Collinsella_phocaeensis_SGB109036	species	cat	3.004697231	0.164740797	2772	244	7.21E-70	2.57E-68	"dog,facility"	2.12E-68
Actinobacteria_SGB105119	species	cat	-5.204291342	0.285915982	2772	560	2.36E-69	8.35E-68	"dog,facility"	6.89E-68
Clostridiales_bacterium_Choco116_SGB15149	species	cat	4.027624403	0.222346713	2772	335	2.62E-69	9.18E-68	"dog,facility"	7.59E-68
Enterobacteriaceae_SGB1818	species	cat	-12.83547917	0.703616064	2772	1494	2.74E-69	9.51E-68	"dog,facility"	7.87E-68
Clostridiaceae_SGB58537	species	cat	-8.867775413	0.477798528	2772	1423	4.92E-69	1.69E-67	"dog,facility"	1.40E-67
Streptococcus_mitis_SGB8180_group	species	human	0.652515841	0.036479844	2772	53	8.45E-68	2.87E-66	"dog,facility"	2.38E-66
Caulobacteraceae_SGB69981	species	cat	-5.425959905	0.30336238	2772	460	1.02E-67	3.44E-66	"dog,facility"	2.86E-66
Coriobacteriaceae_SGB105121	species	cat	3.11998445	0.173455075	2772	148	6.24E-67	2.08E-65	"dog,facility"	1.73E-65
Actinomyces_SGB65924_SGB65924	species	cat	-5.819411644	0.327436835	2772	392	7.73E-67	2.55E-65	"dog,facility"	2.13E-65
Lactobacillaceae_SGB1894	species	cat	2.287701284	0.128439053	2772	94	2.76E-66	9.03E-65	"dog,facility"	7.55E-65
Firmicutes_SGB14263	species	human	1.062179	0.060549065	2772	53	2.07E-65	6.70E-64	"dog,facility"	5.61E-64
Pseudomonadaceae_SGB15356	species	human	2.140178743	0.122286937	2772	91	3.97E-65	1.36E-63	"cat,facility"	1.07E-63
Bifidobacterium_animalis_SGB17278	species	cat	-4.969346176	0.275553027	2772	696	1.31E-64	4.19E-63	"dog,facility"	3.49E-63
Firmicutes_SGB4367	species	human	2.270937324	0.131199562	2772	90	8.17E-64	2.75E-62	"cat,facility"	2.17E-62
Fournierella_massiliensis_SGB15280	species	cat	-10.39336711	0.589810821	2772	1255	8.44E-64	2.69E-62	"dog,facility"	2.22E-62
Akkermansia_SGB48227_SGB48227	species	cat	-7.550040877	0.40894742	2772	437	1.06E-63	3.35E-62	"dog,facility"	2.77E-62
Firmicutes_SGB66068	species	cat	-8.735363749	0.438830854	2772	909	4.31E-63	1.35E-61	"dog,facility"	1.12E-61
Bacteroidetes_SGB65713	species	cat	-7.769345103	0.451623016	2772	649	7.62E-63	2.36E-61	"dog,facility"	1.96E-61
Oscillospiraceae_SGB15313	species	cat	-9.665715285	0.556100133	2772	1931	9.46E-63	2.90E-61	"dog,facility"	2.42E-61
Veillonella_magna_SGB6926	species	cat	-5.429426035	0.310429242	2772	288	6.71E-62	2.02E-60	"dog,facility"	1.70E-60
Eubacteriaceae_SGB4680	species	cat	3.237044785	0.191412056	2772	207	5.10E-61	1.53E-59	"dog,facility"	1.28E-59
Faecalicoccus_pleomorphus_SGB6791	species	cat	3.302856899	0.190652855	2772	167	2.24E-60	6.63E-59	"dog,facility"	5.59E-59
Firmicutes_unclassified_SGB4994	species	cat	-9.053484396	0.438424212	2772	1384	5.26E-60	1.55E-58	"dog,facility"	1.30E-58
Erysipelotrichaceae_bacterium_7770_A6_SGB6836	species	cat	4.366172912	0.261278868	2772	403	3.81E-59	1.11E-57	"dog,facility"	9.40E-58
Streptococcus_alactolyticus_SGB8017	species	cat	-7.998579736	0.469235051	2772	486	1.05E-58	3.04E-57	"dog,facility"	2.57E-57
Alistipes_senegalensis_SGB2296	species	human	2.314425372	0.143676043	2772	92	7.12E-56	2.13E-54	"cat,facility"	1.73E-54
Turicibacter_bilis_SGB6847	species	cat	-8.900354387	0.518304604	2772	888	7.32E-56	2.10E-54	"dog,facility"	1.77E-54
Firmicutes_SGB14985_group	species	cat	-7.932600864	0.488368987	2772	1601	1.22E-55	3.47E-54	"dog,facility"	2.92E-54
Anaerococcus_SGB53821_SGB53821	species	cat	-8.8832813	0.560219429	2772	1338	7.48E-54	2.11E-52	"dog,facility"	1.78E-52
Coprococcus_sp_AF21_14LB_SGB25437	species	cat	-7.478415778	0.472079335	2772	1251	9.86E-54	2.76E-52	"dog,facility"	2.33E-52
Kalamiella_SGB65712_SGB65712	species	cat	-4.287432563	0.271572517	2772	347	1.41E-53	3.93E-52	"dog,facility"	3.32E-52
Bacteroidetes_SGB2067	species	cat	-6.965843749	0.445945877	2772	631	1.17E-52	3.21E-51	"dog,facility"	2.72E-51
Bacteria_unclassified_SGB14770	species	human	0.753315467	0.04852989	2772	40	3.61E-52	9.87E-51	"dog,facility"	8.37E-51
Bacteroidetes_SGB2126	species	cat	-6.670786237	0.376594633	2772	373	5.84E-52	1.58E-50	"dog,facility"	1.34E-50
Clostridium_sp_AT4_SGB4753	species	cat	-7.362432212	0.475621856	2772	2002	8.80E-52	2.37E-50	"dog,facility"	2.01E-50
Haemophilus_SGB66626_SGB66626	species	cat	-5.573858199	0.35699651	2772	659	9.87E-52	2.64E-50	"dog,facility"	2.24E-50
Peptostreptococcaceae_SGB71712	species	cat	-6.834772525	0.425718871	2772	581	3.59E-51	9.50E-50	"dog,facility"	8.09E-50
Faecalicoccus_pleomorphus_SGB6792	species	cat	2.329475851	0.147106562	2772	122	6.87E-51	1.81E-49	"dog,facility"	1.54E-49
Bacteroides_SGB63885_SGB63885	species	cat	-6.076323559	0.399422042	2772	451	1.79E-49	4.68E-48	"dog,facility"	3.99E-48
Faecalibacillus_faecis_SGB6750	species	human	1.53327704	0.101852823	2772	70	2.76E-49	7.42E-48	"cat,facility"	6.11E-48
Bifidobacterium_pseudocatenulatum_SGB17237	species	cat	5.193636308	0.345734143	2772	285	2.26E-48	5.87E-47	"dog,facility"	4.98E-47
Acidaminococcus_timonensis_SGB5741	species	cat	2.589201288	0.173291749	2772	104	2.53E-48	6.51E-47	"dog,facility"	5.53E-47
Actinobacteria_SGB63087	species	cat	-5.60531973	0.375594018	2772	552	6.53E-48	1.67E-46	"dog,facility"	1.42E-46
Clostridiaceae_bacterium_SGB6153	species	cat	-5.813491139	0.366483797	2772	663	1.20E-47	3.03E-46	"dog,facility"	2.59E-46
Firmicutes_SGB65948	species	cat	-5.929417271	0.399470819	2772	482	1.31E-47	3.30E-46	"dog,facility"	2.81E-46
Fusobacterium_sp_SGB6030	species	cat	-4.73611723	0.30509334	2772	375	1.60E-47	3.99E-46	"dog,facility"	3.41E-46
Firmicutes_SGB5749	species	cat	-8.133703026	0.551547391	2772	825	2.39E-47	5.94E-46	"dog,facility"	5.08E-46
Firmicutes_SGB63306	species	cat	1.9233313	0.131773617	2772	155	1.97E-46	4.85E-45	"dog,facility"	4.15E-45
Actinobacteria_SGB62963	species	cat	2.930264576	0.200892501	2772	224	2.30E-46	5.63E-45	"dog,facility"	4.82E-45
Firmicutes_SGB4744	species	cat	3.238334443	0.222404825	2772	408	3.36E-46	8.16E-45	"dog,facility"	6.99E-45
Fusobacterium_SGB14781_SGB14781	species	cat	-6.5658454	0.425142998	2772	820	3.69E-46	8.90E-45	"dog,facility"	7.64E-45
Bacteroidetes_SGB1808	species	cat	-9.715752871	0.667173007	2772	1087	4.72E-46	1.13E-44	"dog,facility"	9.72E-45
Lactobacillus_johnsonii_SGB7041	species	cat	-6.497185398	0.429491992	2772	507	1.34E-45	3.20E-44	"dog,facility"	2.75E-44
Clostridium_saudiense_SGB6178	species	cat	-3.379908184	0.231165191	2772	272	2.38E-45	5.62E-44	"dog,facility"	4.83E-44
Phocaeicola_coprocola_SGB1891	species	cat	-9.245353497	0.642799926	2772	1463	5.16E-45	1.21E-43	"dog,facility"	1.04E-43
Collinsella_SGB59878_SGB59878	species	cat	-7.280943676	0.503098828	2772	444	1.27E-44	2.96E-43	"dog,facility"	2.55E-43
Gemmiger_sp_An194_SGB15283	species	cat	-3.604730714	0.249325733	2772	378	1.65E-44	3.81E-43	"dog,facility"	3.29E-43
Lactobacillaceae_SGB4995	species	cat	3.523018886	0.24885189	2772	392	7.24E-44	1.67E-42	"dog,facility"	1.44E-42
Neisseria_subflava_SGB9450	species	human	1.226806143	0.086908098	2772	66	9.59E-44	2.25E-42	"cat,facility"	1.90E-42
Firmicutes_SGB6438	species	human	0.948184299	0.067438233	2772	33	2.01E-43	4.60E-42	"dog,facility"	3.95E-42
Ruminococcus_SGB66221_SGB66221	species	cat	-4.417010919	0.314100049	2772	513	4.53E-43	1.03E-41	"dog,facility"	8.86E-42
Eubacteriales_unclassified_SGB105707	species	cat	-3.578534004	0.245490991	2772	331	8.22E-43	1.86E-41	"dog,facility"	1.60E-41
Phocaeicola_plebeius_SGB1899	species	cat	-9.457860388	0.675602988	2772	1214	8.37E-43	1.88E-41	"dog,facility"	1.62E-41
Anaerobiospirillum_succiniciproducens_SGB3685	species	cat	-5.121642549	0.373352444	2772	598	3.10E-41	6.90E-40	"dog,facility"	5.95E-40
Agathobaculum_desmolans_SGB14989	species	cat	2.64049026	0.193359783	2772	287	4.25E-41	9.42E-40	"dog,facility"	8.13E-40
Clostridiaceae_SGB4906	species	human	0.755057073	0.055404361	2772	31	5.56E-41	1.22E-39	"dog,facility"	1.06E-39
Enterobacteriaceae_SGB48439	species	cat	-6.818677764	0.504588852	2772	708	1.24E-39	2.72E-38	"dog,facility"	2.35E-38
Limosilactobacillus_reuteri_SGB7095	species	cat	-5.303497157	0.36171823	2772	710	1.25E-39	2.72E-38	"dog,facility"	2.35E-38
Streptococcus_infantis_SGB8095	species	human	0.465560148	0.034802749	2772	35	1.36E-39	2.94E-38	"dog,facility"	2.54E-38
Streptococcus_SGB47641_SGB47641	species	cat	3.712278115	0.279181264	2772	300	4.03E-39	8.65E-38	"dog,facility"	7.50E-38
Coriobacteriaceae_SGB14745	species	cat	-4.607177385	0.351246032	2772	1050	2.51E-37	5.34E-36	"dog,facility"	4.64E-36
Fusobacteriaceae_SGB47247	species	cat	-6.919131794	0.534399986	2772	829	5.10E-37	1.08E-35	"dog,facility"	9.39E-36
Adlercreutzia_equolifaciens_SGB14797	species	cat	-3.816728428	0.295212654	2772	649	1.24E-36	2.61E-35	"dog,facility"	2.27E-35
Fusobacteria_SGB6028_group	species	cat	-6.201042262	0.484137132	2772	1263	2.04E-36	4.28E-35	"dog,facility"	3.72E-35
Firmicutes_SGB4304	species	cat	2.977665877	0.236474153	2772	266	2.35E-35	4.88E-34	"dog,facility"	4.25E-34
Streptococcus_mitis_SGB8180_group	species	human	0.652515841	0.051884192	2772	53	2.58E-35	5.54E-34	"cat,facility"	4.65E-34
Megamonas_funiformis_SGB6962	species	cat	-7.934524596	0.630370932	2772	1703	3.08E-35	6.38E-34	"dog,facility"	5.53E-34
Ruminococcus_sp_AF46_10NS_SGB4824	species	human	0.500174056	0.03982105	2772	27	3.12E-35	6.42E-34	"dog,facility"	5.57E-34
Peptostreptococcaceae_bacterium_SGB77433	species	cat	-3.447823724	0.273735121	2772	180	4.18E-35	8.56E-34	"dog,facility"	7.43E-34
Formosa_SGB1638_SGB1638	species	cat	3.290288197	0.264822694	2772	222	3.00E-34	6.09E-33	"dog,facility"	5.29E-33
Mogibacterium_kristiansenii_SGB3926_group	species	cat	2.974936473	0.238327942	2772	221	3.33E-34	6.74E-33	"dog,facility"	5.86E-33
Firmicutes_SGB14263	species	human	1.062179	0.086117126	2772	53	4.58E-34	9.53E-33	"cat,facility"	8.01E-33
Enterococcaceae_SGB14911	species	cat	2.946774083	0.241386693	2772	318	2.19E-33	4.40E-32	"dog,facility"	3.81E-32
Coriobacteriaceae_bacterium_SGB33579	species	cat	-4.124033236	0.339936797	2772	509	1.16E-32	2.32E-31	"dog,facility"	2.01E-31
Oscillospiraceae_SGB14842	species	cat	2.858839636	0.239090096	2772	285	4.05E-32	8.04E-31	"dog,facility"	6.97E-31
